date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
2022-06-30,San Diego,County,3370418.0,1712.0,838749.0,2.0,5374.0,12176.0,12033717,1879.0,984340,5209.0,834116.0,5.0,5341.0,34587.0
2022-07-01,San Diego,County,3370418.0,1517.0,840266.0,1.0,5375.0,10384.0,12044101,1711.0,986051,0.0,834116.0,0.0,5341.0,
2022-07-02,San Diego,County,3370418.0,1025.0,841291.0,1.0,5376.0,6163.0,12050264,1166.0,987217,0.0,834116.0,0.0,5341.0,
2022-07-03,San Diego,County,3370418.0,800.0,842091.0,1.0,5377.0,4780.0,12055044,946.0,988163,0.0,834116.0,0.0,5341.0,
2022-07-04,San Diego,County,3370418.0,714.0,842805.0,0.0,5377.0,4921.0,12059965,838.0,989001,5854.0,839970.0,8.0,5349.0,42409.0
2022-07-05,San Diego,County,3370418.0,2615.0,845420.0,0.0,5377.0,17879.0,12077844,2848.0,991849,0.0,839970.0,0.0,5349.0,
2022-07-06,San Diego,County,3370418.0,2334.0,847754.0,0.0,5377.0,14875.0,12092719,2485.0,994334,0.0,839970.0,0.0,5349.0,
2022-07-07,San Diego,County,3370418.0,2121.0,849875.0,2.0,5379.0,13156.0,12105875,2246.0,996580,4115.0,844085.0,8.0,5357.0,25680.0
2022-07-08,San Diego,County,3370418.0,1908.0,851783.0,1.0,5380.0,11616.0,12117491,2118.0,998698,0.0,844085.0,0.0,5357.0,
2022-07-09,San Diego,County,3370418.0,1240.0,853023.0,0.0,5380.0,6586.0,12124077,1427.0,1000125,0.0,844085.0,0.0,5357.0,
2022-07-10,San Diego,County,3370418.0,880.0,853903.0,0.0,5380.0,5168.0,12129245,1059.0,1001184,0.0,844085.0,0.0,5357.0,
2022-07-11,San Diego,County,3370418.0,2465.0,856368.0,0.0,5380.0,15772.0,12145017,2638.0,1003822,7511.0,851596.0,6.0,5363.0,47775.0
2022-07-12,San Diego,County,3370418.0,2333.0,858701.0,1.0,5381.0,15362.0,12160379,2649.0,1006471,0.0,851596.0,0.0,5363.0,
2022-07-13,San Diego,County,3370418.0,2274.0,860975.0,1.0,5382.0,13200.0,12173579,2482.0,1008953,0.0,851596.0,0.0,5363.0,
2022-07-14,San Diego,County,3370418.0,1870.0,862845.0,0.0,5382.0,12227.0,12185806,2106.0,1011059,5666.0,857262.0,7.0,5370.0,35936.0
2022-07-15,San Diego,County,3370418.0,1859.0,864704.0,0.0,5382.0,11700.0,12197506,2134.0,1013193,0.0,857262.0,0.0,5370.0,
2022-07-16,San Diego,County,3370418.0,1242.0,865946.0,2.0,5384.0,6623.0,12204129,1516.0,1014709,0.0,857262.0,0.0,5370.0,
2022-07-17,San Diego,County,3370418.0,882.0,866828.0,0.0,5384.0,5080.0,12209209,1066.0,1015775,0.0,857262.0,0.0,5370.0,
2022-07-18,San Diego,County,3370418.0,2321.0,869149.0,2.0,5386.0,14766.0,12223975,2262.0,1018037,7172.0,864434.0,5.0,5375.0,41989.0
2022-07-19,San Diego,County,3370418.0,2126.0,871275.0,0.0,5386.0,14224.0,12238199,2089.0,1020126,0.0,864434.0,0.0,5375.0,
2022-07-20,San Diego,County,3370418.0,1855.0,873130.0,0.0,5386.0,11691.0,12249890,1872.0,1021998,0.0,864434.0,0.0,5375.0,
2022-07-21,San Diego,County,3370418.0,1422.0,874552.0,0.0,5386.0,9867.0,12259757,1478.0,1023476,5668.0,870102.0,5.0,5380.0,33375.0
2022-07-22,San Diego,County,3370418.0,1175.0,875727.0,0.0,5386.0,7529.0,12267286,1208.0,1024684,0.0,870102.0,0.0,5380.0,
2022-07-23,San Diego,County,3370418.0,508.0,876235.0,0.0,5386.0,2905.0,12270191,503.0,1025187,0.0,870102.0,0.0,5380.0,
2022-07-24,San Diego,County,3370418.0,272.0,876507.0,0.0,5386.0,818.0,12271009,109.0,1025296,0.0,870102.0,0.0,5380.0,
2022-07-25,San Diego,County,3370418.0,0.0,876507.0,0.0,5386.0,,12271009,,1025296,6405.0,876507.0,6.0,5386.0,40780.0
